id,_id,context,dateupload,farm,iconfarm,iconserver,in_park,owner,ownername,parkunit,secret,server,tags,title,views,latitude,longitude,core,labels
3026807819,5f01fc5ff726a9c76d761c18,0,1186200000,4,4,3751,True,8523052@N05,ericmenendez,shen,18ab94ea9d,3284,orange black flower yellow butterfly wildlife appalachiantrail turkscaplily trail:name=appalachiantrail trail:mile=903,Butterfly on Lily,82,38.447628,-78.468198,False,63
5147622188,5f01fc5ff726a9c76d760621,0,1288922406,5,6,5562,True,28682632@N07,parkflavor,shen,1b286f19eb,4084,park national shenandoah,Shenandoah Sunrise #2,1078,38.452622,-78.467352,True,63
2951129082,5f01fc5ff726a9c76d7611fb,0,1224305181,4,3,2846,True,14246866@N05,Brian Reynolds,shen,85593faed0,3074,trees panorama color landscape virginia 2008 shenandoahvalley photostitch skylinedrive,Skyline Drive panorama with Joe,392,38.45258,-78.467112,True,63
2936591577,5f01fc5ff726a9c76d761253,0,1223875356,4,3,2846,True,14246866@N05,Brian Reynolds,shen,86e037f2e0,3039,trees virginia megan joe 2008 skylinedrive autumncolor,Meg & Joe at Skyline Drive,36,38.45258,-78.467112,True,63
2936588063,5f01fc5ff726a9c76d761254,0,1223875272,4,3,2846,True,14246866@N05,Brian Reynolds,shen,5e1561a12d,3067,trees virginia megan joe 2008 skylinedrive autumncolor,Meg & Joe at Skyline Drive,58,38.45258,-78.467112,True,63
14847950988,5f01fc5ff726a9c76d75ea1b,0,1408991787,6,6,5613,True,12025485@N07,lesleymae,shen,0d2690af8d,5575,photostream,getting ready for hiking,59,38.452637,-78.46698,True,63
19206695063,5f01fc5ff726a9c76d75e492,0,1437313787,1,5,4738,True,100913514@N04,kalpitp,shen,2346903722,534,tree path colors road foliage fall bright nature,leaves,241,38.452222,-78.466973,True,63
35849031865,5f01fc5ff726a9c76d75d889,0,1499739941,5,5,4738,True,100913514@N04,kalpitp,shen,7a22c92b24,4205,fall path colors road foliage tree bright nature,fall,235,38.452222,-78.466945,True,63
14788129144,5f01fc5ff726a9c76d75eb04,0,1406768907,3,4,3694,True,45114839@N00,jerbec,shen,92c07be325,2924,flower green rain yellow virginia leaf nationalpark july va shenandoah raindrop 2014 wildfloer jerbec browneyedsusam,Shenandoah National Park,950,38.452572,-78.46693,True,63
14788119284,5f01fc5ff726a9c76d75eb05,0,1406768795,6,4,3694,True,45114839@N00,jerbec,shen,26fe530490,5588,orange flower rain virginia nationalpark lily july va shenandoah wildflower raindrop 2014 turkscaplily jerbec,Shenandoah National Park,975,38.452572,-78.46693,True,63
14790112022,5f01fc5ff726a9c76d75eb06,0,1406768704,4,4,3694,True,45114839@N00,jerbec,shen,dec4c18f48,3845,orange flower rain virginia nationalpark lily july va shenandoah wildflower raindrop 2014 turkscaplily jerbec,Shenandoah National Park,1063,38.452572,-78.46693,True,63
14787323511,5f01fc5ff726a9c76d75eb07,0,1406768615,4,4,3694,True,45114839@N00,jerbec,shen,11c9d5171b,3875,orange flower rain virginia nationalpark lily july va shenandoah wildflower raindrop 2014 turkscaplily jerbec,Shenandoah National Park,1037,38.452572,-78.46693,True,63
14767452626,5f01fc5ff726a9c76d75eb08,0,1406768525,6,4,3694,True,45114839@N00,jerbec,shen,02af7c33f7,5552,orange flower rain virginia nationalpark lily july va shenandoah wildflower raindrop 2014 turkscaplily jerbec,Shenandoah National Park,1066,38.452572,-78.46693,True,63
14810281893,5f01fc5ff726a9c76d75eb09,0,1406768422,6,4,3694,True,45114839@N00,jerbec,shen,9540017745,5556,orange flower rain virginia nationalpark lily july va shenandoah wildflower raindrop 2014 turkscaplily jerbec,Shenandoah National Park,1038,38.452572,-78.46693,True,63
14790436545,5f01fc5ff726a9c76d75eb0a,0,1406768341,6,4,3694,True,45114839@N00,jerbec,shen,2d15776ca1,5581,orange flower rain virginia nationalpark lily july va shenandoah wildflower raindrop 2014 turkscaplily jerbec,Shenandoah National Park,970,38.452572,-78.46693,True,63
14810270623,5f01fc5ff726a9c76d75eb0b,0,1406768279,4,4,3694,True,45114839@N00,jerbec,shen,f89bce73cb,3861,orange flower rain virginia nationalpark lily july va shenandoah wildflower raindrop 2014 turkscaplily jerbec,Shenandoah National Park,1172,38.452572,-78.46693,True,63
14603758739,5f01fc5ff726a9c76d75eb0c,0,1406768253,4,4,3694,True,45114839@N00,jerbec,shen,f7c52b0d0c,3892,orange flower rain virginia nationalpark lily july va shenandoah wildflower raindrop 2014 turkscaplily jerbec,Shenandoah National Park,1328,38.452572,-78.46693,True,63
14603714870,5f01fc5ff726a9c76d75eb0d,0,1406768173,4,4,3694,True,45114839@N00,jerbec,shen,e24d126fda,3842,orange flower rain virginia nationalpark lily july va shenandoah wildflower raindrop 2014 turkscaplily jerbec,Shenandoah National Park,974,38.452572,-78.46693,True,63
14767418386,5f01fc5ff726a9c76d75eb0e,0,1406768112,6,4,3694,True,45114839@N00,jerbec,shen,d30eafd14a,5568,flower rain yellow virginia nationalpark july va shenandoah wildflower raindrop 2014 browneyedsusan jerbec,Shenandoah National Park,1069,38.452572,-78.46693,True,63
14603773798,5f01fc5ff726a9c76d75eb0f,0,1406768026,6,4,3694,True,45114839@N00,jerbec,shen,6217a530c7,5554,flower rain yellow virginia nationalpark july va shenandoah wildflower raindrop 2014 browneyedsusan jerbec,Shenandoah National Park,998,38.452572,-78.46693,True,63
14790053382,5f01fc5ff726a9c76d75eb10,0,1406767977,4,4,3694,True,45114839@N00,jerbec,shen,db29d71e75,3846,flower rain yellow virginia nationalpark july va shenandoah wildflower raindrop 2014 browneyedsusan jerbec,Shenandoah National Park,1026,38.452572,-78.46693,True,63
3301862280,5f01fc5ff726a9c76d76102f,0,1235341906,4,0,0,True,35723367@N08,nfieschel,shen,557e1b8108,3497,geotagged geo:lat=3845246075977035 geo:lon=7846659846212715,Sky Line Drive,5,38.45246,-78.466598,True,63
48926860297,5f01fc5ff726a9c76d75d180,0,1571533182,66,4,3728,True,55267995@N04,ctj71081,shen,62400eb152,65535,shenandoahnationalpark,Bearfence Trail,58,38.450153,-78.466476,True,63
26731894963,5f01fc5ff726a9c76d75de8c,0,1464565926,8,7,6180,True,67873907@N02,Nick Dubinskiy,shen,1fe0facd55,7114,,Summer Night,55,38.452941,-78.46646899999998,True,63
