id,_id,context,core,dateupload,farm,iconfarm,iconserver,in_park,labels,owner,ownername,parkunit,secret,server,tags,title,views,latitude,longitude
32179348114,5f01fc5df726a9c76d728c25,0,True,1487641489,1,9,8010,True,0,39958775@N08,MichaelGras,bibe,fd224fce21,509,,IMG_20170219_122732305,3,29.164115999999996,-103.6158
32713394307,5f01fc5df726a9c76d727a95,0,True,1555821749,66,8,7203,True,0,71131742@N00,ericvdb,bibe,4b8656e8da,65535,bigbend nationalpark river riogrande canyon santaelenacanyon,bigbend-1707,206,29.164425,-103.615729
19763252386,5f01fc5ef726a9c76d729a6c,0,True,1437191918,4,66,65535,True,0,8378957@N02,Stephen J Pollard (Loud Music Lover of Nature),bibe,9494cabf23,3820,hiking canyon senderismo bigbendnationalpark riogrande cañón oudoors santaelenacanyon excursionismo ríobravodelnorte cañóndesantaelena parquenacionaldebigbend,Santa Elena Canyon,254,29.164433000000002,-103.615548
6441266345,5f01fc5ef726a9c76d72b5c5,0,True,1322830018,8,1,23,True,0,44488903@N00,12fh,bibe,f43791f062,7015,mountains reflection river mexico nationalpark texas canyon drought geology bigbend riogrande chisos santaelenacanyon,IMG_7416,234,29.163833,-103.6155
32748434137,5f01fc5df726a9c76d7279e8,0,True,1556150718,66,0,0,True,0,114931093@N05,kelvinturner,bibe,29068ac8ec,65535,,Texas 2019,20,29.16445,-103.61547
48672375242,5f01fc5df726a9c76d727814,0,True,1567528361,66,0,0,True,0,114931093@N05,kelvinturner,bibe,e644ea06e7,65535,,Texas 2019,15,29.16445,-103.61547
26531639730,5f01fc5ef726a9c76d72954e,0,True,1462330102,8,2,1313,True,0,82564698@N00,cairo23_78,bibe,43764bc33f,7376,,124,3,29.164575,-103.615464
32639089490,5f01fc5df726a9c76d728c5b,0,True,1487627297,3,4,3946,True,0,152191919@N08,Elinor2650,bibe,9768e9fa37,2370,terlingua texas unitedstates us,IMG_5145.jpg,41,29.164533000000002,-103.61537
8036459909,5f01fc5ef726a9c76d72b0d2,0,True,1348946710,9,9,8391,True,0,35659389@N05,el flip,bibe,20081cc422,8039,,DSC01363,4,29.164383,-103.615359
34126657695,5f01fc5df726a9c76d728882,0,True,1492551006,3,66,65535,True,0,58457330@N05,isaac.borrego,bibe,4978d08140,2930,uploadedviaflickrqcom river water reflection riogrande bigbend nationalpark texas canonrebelt4i reflections desert unitedstates america usa nationalparks nationalparksystem nps findyourpark,Evening on the Rio,165,29.164476,-103.61532199999999
8036451302,5f01fc5ef726a9c76d72b0d5,0,True,1348946710,9,9,8391,True,0,35659389@N05,el flip,bibe,9ea21d2738,8169,,DSC01357,5,29.164363,-103.615303
