id,_id,context,core,dateupload,farm,iconfarm,iconserver,in_park,labels,owner,ownername,parkunit,secret,server,tags,title,views,latitude,longitude
16198541608,5f1b851575472416749c11b7,0,True,-120,8,6,5455,True,0,91369473@N00,divewizard,chis,5d5699fec9,7370,ocean california blue sea cloud seascape color film water rock clouds analog 35mm island nationalpark analógica pacific kodak wide olympus kelp 400 stylus 100 algae reef channelislands compact castlerock ecosystem pcv giantkelp santabarbaracounty película c41 channelislandsnationalpark ultramax macrocystispyrifera brownalgae sanmiguelisland gc400 kelpforrest ultramax400 mjuiii chrisgrossman precisioncameravideo μiii giantbladderkelp stylus100wide mjuiiiwide100,"Giant Kelp and Castle Rock - San Miguel Island, California  - Olympus Stylus 100 WIDE (mju-III WIDE 100) - Ultramax 400",8309,34.036488,-120.45409
16199949089,5f1b851575472416749c11b6,0,True,-120,8,6,5455,True,0,91369473@N00,divewizard,chis,2a321885ed,7291,ocean california blue sea cloud seascape color film water rock clouds analog 35mm island nationalpark analógica pacific kodak wide olympus kelp 400 stylus 100 algae reef channelislands compact castlerock ecosystem pcv giantkelp santabarbaracounty película c41 channelislandsnationalpark ultramax macrocystispyrifera brownalgae sanmiguelisland gc400 kelpforrest ultramax400 mjuiii chrisgrossman precisioncameravideo μiii giantbladderkelp stylus100wide mjuiiiwide100,"Giant Kelp and Castle Rock - San Miguel Island, California  - Olympus Stylus 100 WIDE (mju-III WIDE 100) - Ultramax 400",10647,34.036737,-120.45211599999999
6737898077,5f1b851575472416749c1a44,0,True,-120,8,0,0,True,0,74887229@N06,dbrownpix,chis,2964b1f84b,7035,,CA_SanMiguelAerial,4,34.03089600000001,-120.44860800000001
39652987251,5f1b851575472416749c0648,0,True,-120,5,3,2805,True,0,65924169@N02,NOAA Fisheries West Coast,chis,1b442e1fe6,4719,sealion,California sea lions,720,34.031255,-120.447023
39652991911,5f1b851575472416749c0645,0,True,-120,5,3,2805,True,0,65924169@N02,NOAA Fisheries West Coast,chis,b4a6ac0148,4715,sealion,Counting pups on San Miguel Island,697,34.028188,-120.443795
38944042824,5f1b851575472416749c0646,0,True,-120,5,3,2805,True,0,65924169@N02,NOAA Fisheries West Coast,chis,4492565c3a,4743,sealion,Frolicking sea lions,685,34.029569,-120.442637
44655724711,5f1b851575472416749c02f5,0,True,-120,2,0,0,True,0,54974590@N00,Hans Merkl,chis,00d99d75f3,1847,animals seal sanmiguelisland,2018-09-09-X-T2-DSCF2702,48,34.033138,-120.440473
30785221638,5f1b851575472416749c02f4,0,True,-120,2,0,0,True,0,54974590@N00,Hans Merkl,chis,7a9dc3fdb9,1854,animals seal sanmiguelisland,2018-09-09-X-T2-DSCF2692,48,34.03315,-120.44046999999999
30785396008,5f1b851575472416749c02f3,0,True,-120,2,0,0,True,0,54974590@N00,Hans Merkl,chis,ae567debf0,1870,animals seal sanmiguelisland,2018-09-09-X-T2-DSCF2624,92,34.033144,-120.44046200000001
42846609970,5f1b851575472416749c02e6,0,True,-120,2,0,0,True,0,54974590@N00,Hans Merkl,chis,1fcb1daebc,1884,sanmiguelisland,2018-09-09-DSC-RX100-DSC02430,35,34.033161,-120.44046200000001
43937925364,5f1b851575472416749c02e5,0,True,-120,2,0,0,True,0,54974590@N00,Hans Merkl,chis,241345889d,1854,sanmiguelisland,2018-09-09-DSC-RX100-DSC02429,36,34.033165999999994,-120.440453
