id,_id,context,core,dateupload,farm,iconfarm,iconserver,in_park,labels,owner,ownername,parkunit,secret,server,tags,title,views,latitude,longitude
49793153937,5ef9105f74346de8ce4a258c,0,True,-102,66,4,3783,True,0,16158148@N07,Traveller858,badl,a82447e377,65535,usaseptember2012 southdakota badlandsnationalpark,So far from the road.,19,43.7018,-102.571503
49792303013,5ef9105f74346de8ce4a258e,0,True,-102,66,4,3783,True,0,16158148@N07,Traveller858,badl,565154c6e4,65535,usaseptember2012 southdakota badlandsnationalpark,Winding road,27,43.7018,-102.571503
49793153732,5ef9105f74346de8ce4a258d,0,True,-102,66,4,3783,True,0,16158148@N07,Traveller858,badl,9fe5f4d877,65535,usaseptember2012 southdakota badlandsnationalpark,Wispy clouds,21,43.7018,-102.571503
23916369957,5ef9105f74346de8ce4a3599,0,True,-102,5,4,3784,True,0,16392790@N00,anthonymaw,badl,3e8fa0ce4d,4534,roadtrip stars usa,South Dakota Skies,288,43.7018,-102.571503
34767527696,5ef9105f74346de8ce4a3c2e,0,True,-102,5,5,4233,True,0,62160241@N07,Anthony Kosobud - Photography,badl,3c26657003,4247,,Badlands National Park Sunset,17,43.7018,-102.571503
31895073871,5ef9105f74346de8ce4a3f7f,0,True,-102,1,5,4233,True,0,62160241@N07,Anthony Kosobud - Photography,badl,dc376b78f1,696,,Badlands National Park Sunset,12,43.7018,-102.571503
31895073871,5ef9105f74346de8ce4a3f05,0,True,-102,1,5,4233,True,0,62160241@N07,Anthony Kosobud - Photography,badl,dc376b78f1,696,,Badlands National Park Sunset,12,43.7018,-102.571503
29020949023,5ef9105f74346de8ce4a40c4,0,True,-102,9,9,8369,True,0,143440721@N02,rickmcanulty,badl,9d5b696aff,8040,,The Badlands,107,43.7018,-102.571503
27075702632,5ef9105f74346de8ce4a4471,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,10a4f5c2bc,7757,badlands,South Dakota 2009,27,43.7018,-102.571503
27102491401,5ef9105f74346de8ce4a4479,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,f7c909ed21,7048,badlands,South Dakota 2009,5,43.7018,-102.571503
26564938894,5ef9105f74346de8ce4a4472,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,7c7d908f60,7524,badlands,South Dakota 2009,6,43.7018,-102.571503
26896643450,5ef9105f74346de8ce4a4480,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,f21cc57b25,7046,buffalo badlands bison,South Dakota 2009,10,43.7018,-102.571503
26896642480,5ef9105f74346de8ce4a4482,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,3b94f2bf4b,7355,badlands,South Dakota 2009,7,43.7018,-102.571503
26896649060,5ef9105f74346de8ce4a4477,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,2a2629d805,7365,badlands,South Dakota 2009,5,43.7018,-102.571503
26896645330,5ef9105f74346de8ce4a447c,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,b16844c2cd,7375,badlands,South Dakota 2009,5,43.7018,-102.571503
26896642730,5ef9105f74346de8ce4a4481,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,eae3713c17,7181,buffalo badlands bison,South Dakota 2009,10,43.7018,-102.571503
27075704642,5ef9105f74346de8ce4a446d,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,f685ae357b,7392,badlands,South Dakota 2009,6,43.7018,-102.571503
26564938154,5ef9105f74346de8ce4a4473,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,6918a73e37,7245,badlands,South Dakota 2009,8,43.7018,-102.571503
27075705162,5ef9105f74346de8ce4a446c,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,2b8e42a5a7,7067,badlands,South Dakota 2009,30,43.7018,-102.571503
27075705722,5ef9105f74346de8ce4a446b,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,221871c415,7562,badlands,South Dakota 2009,5,43.7018,-102.571503
26564937624,5ef9105f74346de8ce4a4474,0,True,-102,8,8,7631,True,0,130788591@N05,srp18srp,badl,575e89456f,7773,badlands,South Dakota 2009,6,43.7018,-102.571503
