,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,ownername,iconserver,iconfarm,views,tags,originalsecret,originalformat,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,machine_tags
0,49861845347,49540510@N05,154eeb922f,65535,66,Dry Tortugas- Fishy Sunset,1,0,0,1588733989,Matt Straite Photography,4194,5,1692,fort national park color island florida history civil war sunset fisheye,f0cd88491d,jpg,24.628207,-82.872682,16,0,,4155953,1,0,0,0,
1,49801802171,90955804@N04,495d95ae96,65535,66,2020 - Regent Cruise - Key West - Pelican,1,0,0,1587478822,Ted's photos - For Me & You,65535,66,811,2020 cropped nikon nikond750 nikonfx regentcruise tedmcgrath tedsphotos usa vignetting keywest pelican bird bluesky blue feathers birdfeathers longneck neck,df2f528f5b,jpg,24.567225,-81.795541,16,0,,7170278,1,0,0,0,
2,49801151488,90955804@N04,99cba783b9,65535,66,2020 - Regent Cruise - Key West - US Coast Guard Mohawk,1,0,0,1587478269,Ted's photos - For Me & You,65535,66,884,2020 cropped nikon nikond750 nikonfx regentcruise tedmcgrath tedsphotos usa vignetting keywest uscoastguard wmec913uscgcmohawk keywestfl ship famousclasscutter uscgc mohawk uscgcmohawk us coast guard uscoastguardmohawk 913 flag usaflag wideangle widescreen,b362fb6984,jpg,24.568162,-81.801173,16,0,,4160812,1,0,0,0,
3,49679977232,21874566@N07,14c27df448,65535,66,Dry Tortugas National Park,1,0,0,1584716418,RuggyBearLA,8130,9,305,us unitedstates florida fl drytortugas nationalpark findyourpark ocean water fortjeffersonkeywestfloridaunitedstatesofamerica,28905ae045,jpg,24.627930,-82.872653,16,0,,4155953,1,0,0,0,
4,49678587073,21874566@N07,cda7e18252,65535,66,Dry Tortugas National Park,1,0,0,1584702014,RuggyBearLA,8130,9,576,us unitedstates florida fl drytortugas nationalpark findyourpark ocean water fortjeffersonkeywestfloridaunitedstatesofamerica,9ed3ba7351,jpg,24.626452,-82.873225,16,0,,4155953,1,0,0,0,
5,49678948047,21874566@N07,4027317d46,65535,66,Dry Tortugas National Park,1,0,0,1584687609,RuggyBearLA,8130,9,214,us unitedstates florida fl drytortugas nationalpark findyourpark ocean water fortjeffersonfloridaunitedstatesofamerica,df3222d01e,jpg,24.624697,-82.877939,16,0,,4155953,1,0,0,0,
6,49677698048,21874566@N07,58e14741fc,65535,66,Dry Tortugas National Park,1,0,0,1584673210,RuggyBearLA,8130,9,315,us unitedstates florida fl drytortugas nationalpark findyourpark ocean water fortjeffersonkeywestfloridaunitedstatesofamerica,7c3087820f,jpg,24.627658,-82.872484,16,0,,4155953,1,0,0,0,
7,49677992962,21874566@N07,a94107ea09,65535,66,Dry Tortugas National Park,1,0,0,1584658811,RuggyBearLA,8130,9,234,us unitedstates florida fl drytortugas nationalpark findyourpark ocean water fortjeffersonkeywestfloridaunitedstatesofamerica,16ac4e922b,jpg,24.627933,-82.872653,16,0,,4155953,1,0,0,0,
8,49677341497,21874566@N07,f06dbf0d5e,65535,66,Dry Tortugas National Park,1,0,0,1584644411,RuggyBearLA,8130,9,223,us unitedstates florida fl drytortugas nationalpark findyourpark ocean water fortjeffersonkeywestfloridaunitedstatesofamerica,655efcc3ab,jpg,24.627933,-82.872653,16,0,,4155953,1,0,0,0,
9,49676329016,21874566@N07,826c01e40d,65535,66,Dry Tortugas National Park,1,0,0,1584630011,RuggyBearLA,8130,9,380,us unitedstates florida fl drytortugas nationalpark findyourpark ocean water fortjeffersonkeywestfloridaunitedstatesofamerica,f6239c4958,jpg,24.629697,-82.872017,16,0,,4155953,1,0,0,0,
10,49675184918,21874566@N07,6006785851,65535,66,Dry Tortugas National Park,1,0,0,1584615613,RuggyBearLA,8130,9,296,us unitedstates florida fl drytortugas nationalpark findyourpark ocean water fortjeffersonkeywestfloridaunitedstatesofamerica,5c36b73b4b,jpg,24.629697,-82.872017,16,0,,4155953,1,0,0,0,
11,49675310441,21874566@N07,d9edfe6afd,65535,66,Dry Tortugas National Park,1,0,0,1584601211,RuggyBearLA,8130,9,393,us unitedstates florida fl drytortugas nationalpark findyourpark ocean water fortjeffersonkeywestfloridaunitedstatesofamerica,51a4e4ae1f,jpg,24.629697,-82.872017,16,0,,4155953,1,0,0,0,
