,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,ownername,iconserver,iconfarm,views,tags,originalsecret,originalformat,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,machine_tags
0,49723010632,14533065@N00,8553b96f1c,65535,66,Moose minus flesh,1,0,0,1585718236,slywy,7350,8,10,,1641f91881,jpg,47.911833,-89.157167,16,0,,5015259,1,0,0,0,
1,49416053501,141421923@N04,7522378603,65535,66,Rock Harbor,1,0,0,1579553259,TCeMedia/Telecide,7817,8,1828,rock harbor lodge isle royale national park lake superior trees leaves sky water,,,48.145279,-88.482749,16,0,,5007426,1,0,0,0,
2,49239337276,87296837@N00,2bc2a0884e,65535,66,Isle Royale Sunrise from Rock Harbor,1,0,0,1576696258,Tony Webster,4535,5,117,batisland greatlakes isleroyale lakesuperior michigan rockharbor lake morning sun sunrise water mohawk unitedstatesofamerica,,,48.145133,-88.483017,16,0,,5007426,1,0,0,0,
3,49051395018,87296837@N00,c6f1933396,65535,66,Boardwalk Hike at Isle Royale,1,0,0,1573518230,Tony Webster,4535,5,114,greenstoneridge greenstoneridgetrail isleroyale isleroyalenationalpark lakeojibway michigan september autumn boardwalk bog fall hike hiking hikingtrail trail trees wetland mohawk unitedstatesofamerica,183af16e96,jpg,48.105188,-88.600159,16,0,,4996597,1,0,0,0,
4,49052094912,87296837@N00,fe3e157f4b,65535,66,Mott Island - Isle Royale National Park Headquarters,1,0,0,1573518234,Tony Webster,4535,5,112,2019 hq isleroyale isleroyalenationalpark lakesuperior michigan mottisland watertank antenna backpacking headquarters hikingtrail lake parkheadquarters watertower mohawk unitedstatesofamerica,98f13bc7db,jpg,48.112975,-88.545487,16,0,,5007426,1,0,0,0,
5,49051566616,87296837@N00,915fb0bdee,65535,66,Mount Franklin View - Isle Royale National Park,1,0,0,1573518274,Tony Webster,4535,5,483,greenstone greenstoneridge greenstoneridgetrail isleroyale isleroyalenationalpark lakesuperior michigan mountfranklin mtfranklin september autumn fall hike hiking hikingtrail lake trail trees mohawk unitedstatesofamerica,,,48.126836,-88.566798,16,0,,5007426,1,0,0,0,
6,48982786328,44689270@N05,6e4d2a7f28,65535,66,20190928_135729,1,0,0,1572396894,zkruz,5584,6,87,,1ecb232fa6,jpg,48.116905,-89.347053,16,0,,5924130,1,0,0,0,
7,48803612912,105954067@N08,12f06b58c2,65535,66,0426-9,1,0,0,1569589445,BorisToronto,65535,66,750,rollei rolleifilm rolleirpx100 rpx100 blackandwhitephotography blackandwhitefilm blackandwhite filmphotography filmshooter filmcamera analogphotography film analogfilm analog nikon nikonfe nikkor nikkor50mmf18eseries nikkor50mmf18 eseries skijump skihill skiresort nordicsports bigjump skijumping wintersports bigthunder abandoned abandonedplaces northernontario,,,48.289268,-89.383617,16,0,,6068882,1,0,0,0,
8,48803471121,105954067@N08,8553e5a255,65535,66,0426-11,1,0,0,1569589444,BorisToronto,65535,66,634,rollei rolleifilm rolleirpx100 rpx100 blackandwhitephotography blackandwhitefilm blackandwhite filmphotography filmshooter filmcamera analogphotography film analogfilm analog nikon nikonfe nikkor nikkor50mmf18eseries nikkor50mmf18 eseries skijump skihill skiresort nordicsports bigjump skijumping wintersports bigthunder abandoned abandonedplaces northernontario,,,48.289268,-89.383617,16,0,,6068882,1,0,0,0,
9,48803470001,105954067@N08,ecb933dd5a,65535,66,0426-12,1,0,0,1569589445,BorisToronto,65535,66,935,rollei rolleifilm rolleirpx100 rpx100 blackandwhitephotography blackandwhitefilm blackandwhite filmphotography filmshooter filmcamera analogphotography film analogfilm analog nikon nikonfe nikkor nikkor50mmf18eseries nikkor50mmf18 eseries skijump skihill skiresort nordicsports bigjump skijumping wintersports bigthunder abandoned abandonedplaces northernontario,,,48.289268,-89.383617,16,0,,6068882,1,0,0,0,
