,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,ownername,iconserver,iconfarm,views,tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,originalsecret,originalformat,machine_tags
0,50035010613,14723335@N05,4edb4584d1,65535,66,Close-up View of a Brown Bear on Brooks Falls (Katmai National Park & Preserve),1,0,0,1592877768,thor_mark ,5565,6,633,alaska2019 alaskapeninsulabrownbear alaskapeninsularanges alaskayukonranges aleutianranges azimuth42 bearinwater brookscamp brooksfalls brooksriver brownbear day13 dxophotolab3edited fallsplatform imagecapturewitharsenal katmai katmainationalparkpreserve katmainationalparkandpreserve landscape landscapescenery lookingne nature nikond800e nopeople outside peninsulargrizzly project365 river scenicsnature uahorribilis uamiddendorffi ursusarctos waterfall waterfalls witharsenal alaska unitedstates,58.554716,-155.791950,16,0,,5873437,1,0,0,0,,,
1,50032938883,62539987@N05,5f8a121493,65535,66,Fuzzy Talk,1,0,0,1592833123,endrunner,7311,8,89,dsc3737 notripod handheld 30cropped,58.433461,-154.065353,16,0,,5866827,1,0,0,0,5098ea1645,jpg,
2,50031700286,14723335@N05,73bf0e94ba,65535,66,Reds of Sockeye Salmon in the Brooks River Under the Watchful Glaze of a Brown Bear (Katmai National Park & Preserve),1,0,0,1592790719,thor_mark ,5565,6,583,42 alaska2019 alaskapeninsulabrownbear alaskapeninsularanges alaskayukonranges aleutianranges bearinwater brookscamp brooksfalls brooksriver brownbear day13 dxophotolab3edited fallsplatform imagecapturewitharsenal katmai katmainationalparkpreserve katmainationalparkandpreserve landscape landscapescenery lookingne nature nikond800e nopeople outside peninsulargrizzly project365 river salmoninwater scenicsnature uahorribilis uamiddendorffi ursusarctos waterfall waterfalls witharsenal alaska unitedstates,58.554783,-155.791867,16,0,,5873437,1,0,0,0,,,
3,50029229602,62539987@N05,ea60268363,65535,66,Some Dispute?,1,0,0,1592737099,endrunner,7311,8,91,dsc3737cr handheld notripod 50crop,58.433461,-154.065353,16,0,,5866827,1,0,0,0,7f56323a5b,jpg,
4,50028944422,62539987@N05,5825b41651,65535,66,Sandy Deli,1,0,0,1592730043,endrunner,7311,8,81,handheld notripod dsc3703picc,58.433461,-154.065353,16,0,,5866827,1,0,0,0,67ea89b112,jpg,
5,50027638986,14723335@N05,a05f4feb46,65535,66,Long Grass Whistles With Each Passing Breeze (Katmai National Park & Preserve),1,0,0,1592704507,thor_mark ,5565,6,655,brookscamp alaskayukonranges azimuth135 alaska2019 aleutianranges alaskapeninsularanges cloudy day14 grassyfield katmai grassymeadow katmainationalparkandpreserve grassyarea katmainationalparkpreserve grassymarsh hillsideoftrees imagecapturewitharsenal dxophotolab3edited mountains nature landscape meadows mountainside mostlycloudy mountainpeak lookingse landscapescenery mountkatolinat mountainsindistance nikond800e mountainsoffindistance trees alaska outside unitedstates sunny nopeople portfolio partlycloudy project365 rollinghillsides scenicsnature witharsenal,58.552616,-155.777800,16,0,,5873437,1,0,0,0,,,
6,50024664067,14723335@N05,91bb5d88c3,65535,66,Every Day in Nature is a New Experience (Katmai National Park & Preserve),1,0,0,1592619872,thor_mark ,5565,6,672,alaska2019 alaskapeninsularanges alaskayukonranges aleutianranges azimuth30 bird brookscamp brooksriver day14 dxophotolab3edited fallsplatform gull imagecapturewitharsenal katmai katmainationalparkpreserve katmainationalparkandpreserve landscape landscapescenery lookingne nature nikond800e nopeople outside project365 river scenicsnature seagull witharsenal alaska unitedstates,58.554783,-155.791850,16,0,,5873437,1,0,0,0,,,
7,50023453852,62539987@N05,17c6bb6f87,65535,66,Close to Mom,1,0,0,1592586817,endrunner,7311,8,144,dsc3712copy2gigapixelwidth2048px handheld notripod 30crop,58.433461,-154.065353,16,0,,5866827,1,0,0,0,3d8d507b36,jpg,
8,50022266918,62539987@N05,895004ca69,65535,66,Family Nap [explored],1,0,0,1592578087,endrunner,7311,8,3511,dsc3712copy handheld notripod,58.433461,-154.065353,16,0,,5866827,1,0,0,0,9448d1014e,jpg,
9,50021066181,14723335@N05,a68fcde000,65535,66,More Exploration of Things Natural (Katmai National Park & Preserve),1,0,0,1592529597,thor_mark ,5565,6,586,alaska2019 alaskapeninsularanges alaskayukonranges aleutianranges autumncolors autumnleafcolors autumnleaves azimuth44 brookscamp cloudy day14 dumplingmountaintrail dxophotolab3edited hiketodumplingmountain imagecapturewitharsenal katmai katmainationalparkpreserve katmainationalparkandpreserve landscape landscapescenery lookingne mostlycloudy nature nikond800e nopeople outside portfolio project365 scenicsnature talltrees talltreesallaround trees witharsenal alaska unitedstates,58.567416,-155.785450,16,0,,5873437,1,0,0,0,,,
10,50016726803,62539987@N05,34d93f0442,65535,66,By Surprise,1,0,0,1592427520,endrunner,7311,8,131,dsc0197 handheld notripod,58.311344,-154.309056,16,0,,5866827,1,0,0,0,df41ff4758,jpg,
