,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,ownername,iconserver,iconfarm,views,tags,originalsecret,originalformat,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,machine_tags
0,50023491442,20816374@N04,b02a63ff05,65535,66,IMGP3023-HDR-Edit,1,0,0,1592587714,Matt_Burt,7456,8,111,blackcanyon northrim sunset,4b9896e88c,jpg,38.583678,-107.710555,16,0,,5429723,1,0,0,0,
1,50022691883,20816374@N04,968765c0d6,65535,66,IMGP3058-HDR-Edit,1,0,0,1592587704,Matt_Burt,7456,8,115,blackcanyon northrim cliff hiker sunset woman,3ecf06deb5,jpg,38.583930,-107.711188,16,0,,5429723,1,0,0,0,
2,50005853911,75736915@N00,bab040f998,65535,66,Scenic overlook ahead,1,0,0,1592156341,Jersey JJ,5445,6,285,scenic overlook ahead colorado black canyon of the gunnison national park landscape,eddd5050ed,jpg,38.564675,-107.699523,16,0,,5429723,1,0,0,0,
3,49988169126,68085076@N00,0bd721d3ae,65535,66,Milky Way over the Black Canyon,1,0,0,1591714109,chris lazzery,7415,8,488,colorado blackcanyonofthegunnisonnationalpark nationalparks milkyway night stars canyon canon6d canonef14mmf28lii,,,38.564812,-107.699500,16,0,,5429723,1,0,0,0,
4,49948029486,22556061@N00,defb908a30,65535,66,,1,0,0,1590744604,perioanajou,7451,8,4,,7c2cbe47bf,jpg,38.580861,-107.718248,16,0,,5429723,1,0,0,0,
5,49948320027,22556061@N00,84f2fabcb8,65535,66,,1,0,0,1590744601,perioanajou,7451,8,4,,0a0f66619e,jpg,38.580872,-107.718262,16,0,,5429723,1,0,0,0,
6,49948320037,22556061@N00,b93bbac881,65535,66,,1,0,0,1590744601,perioanajou,7451,8,3,,251456f734,jpg,38.580611,-107.716409,16,0,,5429723,1,0,0,0,
7,49948029401,22556061@N00,bfb089200e,65535,66,,1,0,0,1590744601,perioanajou,7451,8,3,,4a78f8cc31,jpg,38.581025,-107.718087,16,0,,5429723,1,0,0,0,
8,49948320002,22556061@N00,f24c1fb737,65535,66,,1,0,0,1590744600,perioanajou,7451,8,3,,525909ca01,jpg,38.580855,-107.717864,16,0,,5429723,1,0,0,0,
9,49947527988,22556061@N00,48dedc144e,65535,66,,1,0,0,1590744600,perioanajou,7451,8,5,,b31b7e254e,jpg,38.580916,-107.718248,16,0,,5429723,1,0,0,0,
10,49948319997,22556061@N00,dc8e2a5230,65535,66,,1,0,0,1590744600,perioanajou,7451,8,4,,bab9df0716,jpg,38.580911,-107.718170,16,0,,5429723,1,0,0,0,
11,49947527958,22556061@N00,57defcc230,65535,66,,1,0,0,1590744600,perioanajou,7451,8,3,,b55a770a8c,jpg,38.580822,-107.717781,16,0,,5429723,1,0,0,0,
12,49947527928,22556061@N00,9c8aa028ab,65535,66,,1,0,0,1590744598,perioanajou,7451,8,3,,f9c4e967fe,jpg,38.580658,-107.716287,16,0,,5429723,1,0,0,0,
13,49948029311,22556061@N00,674d0be2cd,65535,66,,1,0,0,1590744598,perioanajou,7451,8,4,,d0a82b3228,jpg,38.580886,-107.717934,16,0,,5429723,1,0,0,0,
14,49948008716,22556061@N00,c9f5caec4e,65535,66,,1,0,0,1590743926,perioanajou,7451,8,1,,b85666a609,jpg,38.555727,-107.686400,16,0,,5429723,1,0,0,0,
15,49947506738,22556061@N00,251d4dd8d5,65535,66,,1,0,0,1590743919,perioanajou,7451,8,1,,6500a9fe53,jpg,38.555661,-107.686439,16,0,,5429723,1,0,0,0,
16,49948298662,22556061@N00,9c465e36c2,65535,66,,1,0,0,1590743919,perioanajou,7451,8,1,,e4ae289372,jpg,38.555511,-107.686837,16,0,,5429723,1,0,0,0,
17,49948298627,22556061@N00,3dac883a98,65535,66,,1,0,0,1590743918,perioanajou,7451,8,1,,ea444dd7bc,jpg,38.555563,-107.686859,16,0,,5429723,1,0,0,0,
18,49947506703,22556061@N00,16843da807,65535,66,,1,0,0,1590743918,perioanajou,7451,8,1,,d14357ef29,jpg,38.555102,-107.686676,16,0,,5429723,1,0,0,0,
19,49948008426,22556061@N00,84e25afcae,65535,66,,1,0,0,1590743918,perioanajou,7451,8,3,,549b2c43c3,jpg,38.556133,-107.687120,16,0,,5429723,1,0,0,0,
20,49947506728,22556061@N00,f080f9b9ae,65535,66,,1,0,0,1590743918,perioanajou,7451,8,2,,ec5e3e09ac,jpg,38.564924,-107.700662,16,0,,5429723,1,0,0,0,
21,49948008416,22556061@N00,8382f7a5a4,65535,66,,1,0,0,1590743918,perioanajou,7451,8,1,,a065fa2ab4,jpg,38.555686,-107.686378,16,0,,5429723,1,0,0,0,
22,49948008441,22556061@N00,5af26abece,65535,66,,1,0,0,1590743918,perioanajou,7451,8,3,,f9f9df4d8e,jpg,38.550247,-107.686775,16,0,,5429723,1,0,0,0,
23,49948298602,22556061@N00,8f9340ea2c,65535,66,,1,0,0,1590743917,perioanajou,7451,8,1,,2d63f49c47,jpg,38.555430,-107.686898,16,0,,5429723,1,0,0,0,
24,49948298612,22556061@N00,97519cb135,65535,66,,1,0,0,1590743917,perioanajou,7451,8,1,,61a8f3cf2a,jpg,38.564949,-107.700706,16,0,,5429723,1,0,0,0,
25,49947506653,22556061@N00,efa2f6976b,65535,66,,1,0,0,1590743916,perioanajou,7451,8,3,,ca4222f3ae,jpg,38.564924,-107.700700,16,0,,5429723,1,0,0,0,
26,49947506638,22556061@N00,50c34e4f53,65535,66,,1,0,0,1590743915,perioanajou,7451,8,3,,f454fd3f11,jpg,38.550155,-107.686920,16,0,,5429723,1,0,0,0,
27,49948298492,22556061@N00,d365ac798a,65535,66,,1,0,0,1590743914,perioanajou,7451,8,1,,9511417378,jpg,38.550247,-107.686828,16,0,,5429723,1,0,0,0,
28,49948298467,22556061@N00,371a036c56,65535,66,,1,0,0,1590743914,perioanajou,7451,8,3,,91fa4ecc00,jpg,38.555661,-107.686400,16,0,,5429723,1,0,0,0,
29,49947506533,22556061@N00,804e229d18,65535,66,,1,0,0,1590743912,perioanajou,7451,8,3,,57b876780c,jpg,38.555694,-107.686387,16,0,,5429723,1,0,0,0,
30,49948008191,22556061@N00,8c0d1266cf,65535,66,,1,0,0,1590743911,perioanajou,7451,8,3,,898fa02530,jpg,38.564938,-107.700684,16,0,,5429723,1,0,0,0,
31,49947506368,22556061@N00,23c4d181ed,65535,66,,1,0,0,1590743908,perioanajou,7451,8,1,,41304a3553,jpg,38.555686,-107.686373,16,0,,5429723,1,0,0,0,
32,49948008101,22556061@N00,25344dc4bf,65535,66,,1,0,0,1590743908,perioanajou,7451,8,2,,be5eac84fc,jpg,38.550163,-107.686937,16,0,,5429723,1,0,0,0,
33,49948298212,22556061@N00,6bc2d14920,65535,66,,1,0,0,1590743907,perioanajou,7451,8,2,,f029f4eed4,jpg,38.550288,-107.687470,16,0,,5429723,1,0,0,0,
34,49947506243,22556061@N00,346b99467e,65535,66,,1,0,0,1590743904,perioanajou,7451,8,2,,2ccb306f3a,jpg,38.529922,-107.718453,16,0,,5429723,1,0,0,0,
35,49947506233,22556061@N00,e81390d34e,65535,66,,1,0,0,1590743904,perioanajou,7451,8,1,,2bc6d804a4,jpg,38.555680,-107.686387,16,0,,5429723,1,0,0,0,
36,49948007786,22556061@N00,0a6d13bdbd,65535,66,,1,0,0,1590743898,perioanajou,7451,8,1,,d8d55562cf,jpg,38.550488,-107.686806,16,0,,5429723,1,0,0,0,
37,49948297672,22556061@N00,28e9a3219d,65535,66,,1,0,0,1590743888,perioanajou,7451,8,2,,717fd098d4,jpg,38.555686,-107.686364,16,0,,5429723,1,0,0,0,
38,49948007391,22556061@N00,7600b76909,65535,66,,1,0,0,1590743887,perioanajou,7451,8,2,,3de3294622,jpg,38.555694,-107.686439,16,0,,5429723,1,0,0,0,
39,49948297482,22556061@N00,216173b568,65535,66,,1,0,0,1590743882,perioanajou,7451,8,3,,11dd7a5042,jpg,38.550152,-107.686914,16,0,,5429723,1,0,0,0,
40,49947422783,22556061@N00,7bb5d3a8dd,65535,66,,1,0,0,1590741308,perioanajou,7451,8,5,,5ca7965a4b,jpg,38.580852,-107.717798,16,0,,5429723,1,0,0,0,
41,49868119667,20816374@N04,04a6753439,65535,66,IMGP9947-HDR-Pano,1,0,0,1588881576,Matt_Burt,7456,8,215,blackcanyon clouds gunnisonpoint sunset,77166003e7,jpg,38.555725,-107.686400,16,0,,5429723,1,0,0,0,
42,49868119107,20816374@N04,9eec9e4e3b,65535,66,IMGP9944-HDR-Edit,1,0,0,1588881568,Matt_Burt,7456,8,163,blackcanyon clouds gunnisonpoint sunset,be098376bf,jpg,38.555725,-107.686400,16,0,,5429723,1,0,0,0,
43,49868118472,20816374@N04,4e720feb3d,65535,66,IMGP0023-Edit,1,0,0,1588881558,Matt_Burt,7456,8,126,blackcanyon clouds sunset tomichipoint,bb5c7e138b,jpg,38.550713,-107.686381,16,0,,5429723,1,0,0,0,
44,15409499211,10725258@N00,57146c287b,2943,3,contemplating the void,1,0,0,1587566220,rovingmagpie,7349,8,1625,colorado meditation goofing southrim blackcanyonofthegunnison blackcanyon blackcanyonofthegunnisonnationalpark gunnisonriver gettinghigh2014,,,38.581251,-107.717900,16,0,0Yj2mlxQUL.GeWDjAQ,12587770,1,0,0,0,
45,49594761117,75736915@N00,1580cf146d,65535,66,Crack in The Earth,1,0,0,1582860892,Jersey JJ,5445,6,320,crack in the earth black canyon gunnison gorge river national park hdr,46f39ea990,jpg,38.564675,-107.699523,16,0,,5429723,1,0,0,0,
46,49582786453,44124400268@N01,2d3d76e4bb,65535,66,Fall Color at Pulpit Rock Overlook,1,0,0,1582634613,Duncan Rawlinson - Duncan.co,5464,6,296,,59747aef7e,jpg,38.564877,-107.699675,16,0,,5429723,1,0,0,0,
47,49523832276,75736915@N00,d3974e473c,65535,66,"Much rocks, Big water",1,0,0,1581477547,Jersey JJ,5445,6,304,much rocks big water hdr black canyon of the gunnison river national park photomatix colorado viewpoint landscape nature,d5b1e6f4ce,jpg,38.564675,-107.699523,16,0,,5429723,1,0,0,0,
48,49463711538,10176784@N02,7a93923d58,65535,66,Black Canyon of the Gunnison,1,0,0,1580393671,Squirrel Girl cbk,5333,6,620,2017 blackcanyonofthegunnison colorado july paintedwall dikes geology gorge incised river blackandwhite monochrome,,,38.581091,-107.718425,16,0,,5429723,1,0,0,0,
49,49413867751,44124400268@N01,222da1f6a4,65535,66,Crevices at Black Canyon of the Gunnison National Park,1,0,0,1579521744,Duncan Rawlinson - Duncan.co,5464,6,359,,1af3d6df58,jpg,38.586702,-107.720798,16,0,,5429723,1,0,0,0,
50,49358154513,14723735@N08,4774a07013,65535,66,"Painted Wall, Black Canyon of the Gunnison",1,0,0,1578620343,Max Rae -- Celebrate Photography,1498,2,14,blue,3402ea1df1,jpg,38.600163,-107.641745,16,0,,5429880,1,0,0,0,
51,49358610561,14723735@N08,8a55e4ea80,65535,66,"Painted Wall, Black Canyon of the Gunnison",1,0,0,1578620343,Max Rae -- Celebrate Photography,1498,2,14,crawford colorado unitedstatesofamerica,1143a54df3,jpg,38.590386,-107.651414,16,0,,5429880,1,0,0,0,
52,49358810142,14723735@N08,b352036c06,65535,66,Black Canyon of the Gunnison,1,0,0,1578620343,Max Rae -- Celebrate Photography,1498,2,16,crawford colorado unitedstatesofamerica,c85275b7fc,jpg,38.561105,-107.680364,16,0,,5429723,1,0,0,0,
53,49358144388,14723735@N08,d5894ca30b,65535,66,"Pulpit Rock, Black Canyon of the Gunnison",1,0,0,1578620344,Max Rae -- Celebrate Photography,1498,2,14,montrose colorado unitedstatesofamerica,69087e8c88,jpg,38.576933,-107.722703,16,0,,5429723,1,0,0,0,
54,49358802902,14723735@N08,5042eb6f8a,65535,66,Black Canyon of the Gunnison,1,0,0,1578620344,Max Rae -- Celebrate Photography,1498,2,15,montrose colorado unitedstatesofamerica,89741081eb,jpg,38.581361,-107.714573,16,0,,5429723,1,0,0,0,
55,49358596836,14723735@N08,651e9603d8,65535,66,"South Rim Visitor Center, Black Canyon of the Gunnison",1,0,0,1578620345,Max Rae -- Celebrate Photography,1498,2,15,montrose colorado unitedstatesofamerica,3fd71c4b29,jpg,38.571113,-107.701937,16,0,,5429723,1,0,0,0,
56,49358797422,14723735@N08,0aef180c72,65535,66,"Tomichi Point, Black Canyon of the Gunnison",1,0,0,1578620345,Max Rae -- Celebrate Photography,1498,2,15,blue,7b25b091fc,jpg,38.564980,-107.699617,16,0,,5429723,1,0,0,0,
57,49282630211,65416880@N00,d5dd7f8ef2,65535,66,Black Canyon,1,0,0,1578557776,mariola aga,65535,66,3218,blackcanyon gunnisonnationalpark colorado gunnisonriver gorge river landscape nature closeup,,,38.550477,-107.686525,16,0,,5429723,1,0,0,0,
58,49285690593,76882919@N07,e889343f02,65535,66,More weather pics,1,0,0,1577524697,WxTonyD,7364,8,16,,945a0b0470,jpg,38.563433,-107.746003,16,0,,5429723,1,0,0,0,
59,49286130661,76882919@N07,ea2fcd1c94,65535,66,Monsoon,1,0,0,1577524091,WxTonyD,7364,8,26,,36e92ba0fe,jpg,38.552936,-107.685823,16,0,,5429723,1,0,0,0,
