,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,ownername,iconserver,iconfarm,views,tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,originalsecret,originalformat,machine_tags
0,50039876958,10535124@N00,6b2fccf612,65535,66,First View,1,0,0,1593005409,W9JIM,5723,6,115,w9jim lassenpeak lassenvolcanicnationalpark 5d4 24105l canoneos5dmarkiv ef24105mmf4lisusm lassennationalpark volcano mountlassen lavadome,40.444628,-121.519625,16,0,,5568239,1,0,0,0,,,
1,50036431668,10535124@N00,c848399d39,65535,66,Lassen Mud Pot,1,0,0,1592916555,W9JIM,5723,6,299,w9jim lassennationalpark mudpot notyellowstone 5d4 24105l 24mm canoneos5dmarkiv ef24105mmf4lisusm sulphurworks lassenvolcanicnationalpark,40.449273,-121.534495,16,0,,5567497,1,0,0,0,,,
2,50010501713,61897811@N00,ec567f50aa,65535,66,Paradise Meadows,1,0,0,1592271007,Anita363,3,1,104,paradisemeadows lassenvolcanicnationalpark lassen california ca meadow creek mist,40.490565,-121.466678,16,0,,5562828,1,0,0,0,54bf545aef,jpg,
3,50010431663,61897811@N00,83994fc178,65535,66,The Sulphur Works,1,0,0,1592269014,Anita363,3,1,108,sulphurworks lassenvolcanicnationalpark lassen california ca sulfurworks hydrothermal geology,40.449388,-121.535546,16,0,,5567497,1,0,0,0,6654d8f094,jpg,
4,50022808518,10535124@N00,db0c249d20,65535,66,Mineral Lodge,1,0,0,1591920880,W9JIM,5723,6,175,w9jim minerallodge mineralcalifornia sign saloon cafe countrystore postcard phonephoto wow,40.347730,-121.596806,16,0,,5568060,1,0,0,0,,,
5,49996074083,10535124@N00,00192f4d46,65535,66,BEAR!,1,0,0,1591920907,W9JIM,5723,6,121,w9jim mineralcalifornia lassenminerallodge selfie bear carving phonephoto,40.347908,-121.596706,16,0,,5568060,1,0,0,0,,,
6,49974242631,133876835@N08,2e8337c90e,65535,66,California - Lassen Volcanic National Park,1,0,0,1591378834,Michael.Kemper,7748,8,359,canon eos 30d 30 d efs 1755 17 55 f28 f 28 is usm voyage travel travelling reise vacation urlaub usa us united states america vereinigte staaten von amerika northern california kalifornien nordkalifornien lassen volcanic national park np nationalpark cinder cone mount mountains berg volcano vulkan lava butte lake trail peak cascaden kaskaden kaskadengebirge walk walking hike hiking wanderung wandern randonnée randonnee,40.545618,-121.318566,16,0,,5562828,1,0,0,0,c6685422ab,jpg,
7,49963725356,62634671@N08,4f70419ea0,65535,66,"Lassen Volcanic National Park, California, USA - 1994.",1,0,0,1591113399,John Mac 2011 UK,5071,6,16,1994 california johnmac johnmacstravelphotography johnmacsusa johnrobertmcnally lassenvolcanicnationalpark usa usa1994 usa1994tour usa–1994,40.496494,-121.415709,16,0,,5562828,1,0,0,0,d11d567657,jpg,
8,49950118171,24641249@N00,ea77e583a1,65535,66,LakeHelen_119754i,1,0,0,1590794050,gpferd,2920,3,17,clouds evergreen infrared lake mountains plant reflection rock tree water oldstation california unitedstatesofamerica,40.467469,-121.508525,16,0,,5567497,1,0,0,0,e90da36c52,jpg,
9,49950411052,24641249@N00,c072dc54dc,65535,66,LakeHelen_119754is,1,0,0,1590794050,gpferd,2920,3,22,clouds evergreen infrared lake mountains plant reflection rock swapredblue tree water oldstation california unitedstatesofamerica,40.467469,-121.508525,16,0,,5567497,1,0,0,0,80a430554a,jpg,
10,49780697176,42937777@N00,cff3d3f8a1,65535,66,20190706_144605,1,0,0,1587043617,"Tim Pearce, Los Gatos",132,1,21,,40.536830,-121.570125,16,0,,5567497,1,0,0,0,2af61a1fab,jpg,
11,49728697842,167430854@N07,8002d849a5,65535,66,Manzanita Lake,1,0,0,1585853665,Al Case,4894,5,1867,lassen volcanic national park manzanita lake morning al case sunrise california nikon landscape d750 nikkor 24120mm f4g dawn,40.531915,-121.568366,16,0,,5567497,1,0,0,0,400913f9ba,jpg,
12,49708524743,36195531@N00,983167bf4e,65535,66,Manzanita Lake,1,0,0,1585421201,s__i,99,1,22,lassenvolcanicnationalpark,40.535605,-121.567898,16,0,,5567497,1,0,0,0,7cf9e9bb3d,jpg,
13,8158923492,10725258@N00,2ecdccdc5a,8067,9,steep!,1,0,0,1584974100,rovingmagpie,7349,8,854,california steep lassen cinders cindercone lassenvolcanicnationalpark atps2012,40.552254,-121.318438,15,0,nWffZiZTUb4mWuFa,2347596,1,0,0,0,,,
14,6789146998,10725258@N00,be7627a72b,7209,8,Helps keep the smell down,1,0,0,1584038096,rovingmagpie,7349,8,377,california snow geotagged nieve lassen lassenvolcanicnationalpark cdtw2011 permapotties geo:lat=40474737036913346 geo:lon=12150613840885927,40.474737,-121.506138,16,0,5BEndU9QUL.CP3wirg,12587714,1,0,0,0,,,
15,6777490740,10725258@N00,3be3c89958,7209,8,an upstanding citizen of the woods,1,0,0,1583941550,rovingmagpie,7349,8,541,california geotagged deer muledeer lassen lassenvolcanicnationalpark manzanitalake cdtw2011 walkingerect geo:lat=40533592 geo:lon=121564937,40.533592,-121.564937,16,0,6IGvcy1TVr4_Xond,2445105,1,0,0,0,,,
16,49601100188,132770804@N07,8cf47bcaec,65535,66,"Lassen Peak from the Manzanita Lake Trail, Lassen Volcanic National Park  7/26/2015",1,0,0,1583013506,ccbutch,471,1,513,lassenvolcanicnationalpark lassenpeak manzanitalake manzanitalakelooptrail roadtripusa geotagged chriscrossingamerica california ca nps nationalpark lassen hike hiking trail landscape water lake volcano manzanita manzanitalaketrail,40.535458,-121.567848,16,0,,5567497,1,0,0,0,874edf2061,jpg,
17,49601096383,132770804@N07,50d6d8b19c,65535,66,"Ridge Lakes Trail, Lassen Volcanic National Park  7/26/2015",1,0,0,1583013506,ccbutch,471,1,468,lassenvolcanicnationalpark ridgelakestrail roadtripusa geotagged chriscrossingamerica california ca nps nationalpark lassen hike hiking trail landscape,40.455272,-121.547717,16,0,,5567497,1,0,0,0,c2e41c92eb,jpg,
